@relation sentiment
@attribute 1st_person numeric
@attribute 2nd_person numeric
@attribute 3nd_person numeric
@attribute coord_conj numeric
@attribute past_verb numeric
@attribute  future_verb numeric
@attribute  comma numeric
@attribute colon numeric
@attribute dash numeric
@attribute parenthesis numeric
@attribute ellipses numeric
@attribute common_noun numeric
@attribute  proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang numeric
@attribute upper numeric
@attribute all_length numeric
@attribute no_punc_length numeric
@attribute num_of_sent numeric
@attribute class {pos, neg}

@data
1,0,1,0,0,0,1,0,0,0,0,5,2,1,1,2,0,10.0,8.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4.0,3.0,2,pos
1,0,2,0,1,0,0,0,0,0,1,3,0,2,1,2,1,6.0,5.0,3,pos
0,0,0,1,0,1,0,0,0,0,0,5,0,1,0,1,0,4.33333333333,3.66666666667,3,pos
0,0,0,1,0,0,2,1,0,0,0,6,2,0,0,1,0,8.0,5.5,2,pos
1,2,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,5.0,4.0,3,pos
2,2,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,6.33333333333,5.0,3,pos
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,5.5,4.5,2,pos
2,1,0,1,0,0,0,0,1,0,0,3,1,2,0,1,0,10.0,9.0,2,pos
0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,1,0,4.33333333333,3.0,3,pos
0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,5.33333333333,4.66666666667,3,pos
1,0,1,2,0,0,2,0,0,0,0,7,0,1,0,2,1,8.66666666667,7.0,3,pos
0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,7.5,6.5,2,pos
2,1,0,2,0,1,3,0,0,0,0,3,0,2,0,1,0,13.5,11.5,2,pos
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1.0,3,pos
2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,4.33333333333,3.66666666667,3,pos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.5,2,pos
1,0,0,1,0,0,0,1,0,0,1,8,1,1,0,1,0,11.0,9.0,2,pos
1,2,0,0,1,0,1,0,0,0,0,11,0,0,0,3,0,5.4,4.2,5,pos
0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,6.5,5.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.5,2,pos
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3.0,2.5,2,pos
0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,2,1,3.0,2.33333333333,3,pos
2,0,0,0,0,2,1,0,0,0,0,5,1,1,0,2,2,7.33333333333,6.0,3,pos
2,1,0,1,0,0,1,0,0,0,0,4,1,3,1,1,0,8.33333333333,7.33333333333,3,pos
1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,5.25,4.25,4,pos
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3.5,2.5,2,pos
1,1,1,0,0,1,0,0,0,0,0,5,0,2,0,1,2,5.0,4.25,4,pos
3,0,1,0,1,0,0,0,0,0,0,4,1,2,0,1,1,7.5,6.75,4,pos
0,0,0,1,0,0,0,1,1,0,1,5,0,2,0,1,0,11.5,9.5,2,pos
0,0,1,2,0,0,3,0,0,0,1,15,0,0,0,1,1,14.0,11.0,2,pos
2,2,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,6.33333333333,5.0,3,pos
3,0,1,0,1,0,0,0,0,0,1,4,1,1,0,2,0,7.0,5.75,4,pos
1,0,0,1,0,0,1,0,0,0,0,6,2,0,0,1,1,6.25,5.25,4,pos
1,1,0,1,0,0,2,0,0,0,0,4,0,3,1,1,0,6.66666666667,5.33333333333,3,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.5,3.0,2,pos
0,0,0,1,0,0,1,0,0,0,1,6,3,2,0,2,2,6.25,5.0,4,pos
2,1,1,0,0,0,0,0,0,0,0,7,2,0,0,2,0,11.6666666667,10.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,2.75,1.75,4,pos
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3.0,2.5,2,pos
2,1,0,1,0,0,0,0,0,0,0,3,0,1,0,2,0,4.66666666667,4.0,3,pos
2,0,2,0,2,0,0,0,0,0,1,7,1,0,0,1,0,3.83333333333,2.83333333333,6,pos
0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4.0,3.0,3,pos
2,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,6.5,5.0,2,pos
1,1,1,1,0,0,1,0,0,0,1,3,0,6,1,2,0,14.0,12.5,2,pos
3,1,1,1,1,0,0,0,0,0,0,2,0,2,1,1,0,7.66666666667,6.66666666667,3,pos
1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,5.33333333333,4.33333333333,3,pos
0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,3.75,3.0,4,pos
1,0,0,0,2,1,2,0,1,0,0,5,0,2,0,1,0,13.0,11.0,2,pos
0,1,1,0,0,0,0,0,0,0,0,5,2,0,0,1,0,5.0,4.0,5,pos
3,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,10.3333333333,8.66666666667,3,pos
2,0,1,0,0,0,0,0,0,0,0,12,0,1,0,2,0,8.66666666667,8.0,3,pos
3,0,1,0,2,0,0,0,0,0,0,3,0,2,1,2,0,8.66666666667,7.66666666667,3,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.5,2,pos
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2.33333333333,1.66666666667,3,pos
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3.0,2.5,2,pos
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,6.5,5.0,2,pos
0,0,0,1,0,0,0,1,2,0,0,4,2,0,0,1,0,8.5,6.0,2,pos
2,1,0,1,0,0,2,0,0,0,0,1,0,2,0,1,0,10.0,8.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,2.25,1.25,4,pos
2,0,3,0,2,0,1,0,0,0,0,3,0,2,0,1,0,8.66666666667,7.66666666667,3,pos
1,0,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,10.5,9.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.5,2,pos
2,2,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,6.33333333333,5.0,3,pos
1,2,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,6.5,5.0,2,pos
1,0,0,0,0,1,1,0,0,0,1,6,1,3,0,1,1,12.0,10.5,2,pos
0,1,1,0,0,1,1,0,0,0,0,6,0,3,0,2,0,7.5,6.5,4,pos
0,0,1,2,0,0,0,2,0,0,0,5,0,1,0,2,0,7.33333333333,5.33333333333,3,pos
0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1,0,3.66666666667,3.0,3,pos
0,0,0,0,0,0,1,0,0,0,1,3,2,1,0,1,0,3.33333333333,2.33333333333,3,pos
0,4,0,1,0,0,1,1,1,0,0,7,2,1,2,4,0,11.3333333333,9.0,3,pos
0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,4.0,3.0,2,pos
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,5.5,5.0,2,pos
0,1,1,0,1,0,1,0,1,0,0,7,1,2,1,1,0,7.25,5.5,4,pos
0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,4.0,3.33333333333,3,pos
1,0,0,1,0,0,0,0,0,0,0,12,0,3,0,4,1,5.6,4.6,5,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,4.0,3.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2.0,1.5,2,pos
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,4.5,4.0,2,pos
2,0,0,1,1,0,0,0,0,0,0,6,0,2,0,1,1,4.75,3.75,4,pos
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2.0,1.5,2,pos
3,0,1,0,2,0,4,0,0,0,0,8,0,1,0,1,0,15.0,12.0,2,pos
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.5,3.0,2,pos
1,0,1,0,0,1,0,0,0,0,0,6,0,2,1,2,0,8.0,7.33333333333,3,pos
1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,3.5,2.5,2,pos
1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,1,0,6.5,5.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.0,2.5,2,pos
0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3.0,2.33333333333,3,pos
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4.0,3.0,2,pos
2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,3.5,2.5,4,pos
1,0,0,1,1,0,3,0,0,0,0,5,0,4,0,1,0,13.0,11.0,2,pos
1,2,1,1,0,0,0,0,0,0,0,9,0,2,0,4,0,7.66666666667,7.0,3,pos
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2.5,1.0,2,pos
0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2.66666666667,1.33333333333,3,pos
2,2,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,6.33333333333,5.0,3,pos
2,0,1,0,0,0,0,0,0,0,0,5,1,2,0,1,1,7.66666666667,7.0,3,pos
0,0,1,0,1,0,0,0,0,0,1,3,1,1,0,1,0,4.0,3.0,3,pos
0,0,0,3,0,0,0,1,0,0,0,8,0,3,0,1,0,8.33333333333,6.66666666667,3,pos
0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3.66666666667,2.66666666667,3,pos
0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,6.0,5.0,2,pos
0,0,0,2,0,0,0,1,0,0,0,6,0,1,0,1,0,6.5,4.0,2,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.0,2,pos
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,5.0,4.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2.66666666667,2.0,3,pos
5,1,1,3,1,0,0,2,0,0,0,11,0,1,0,1,0,18.0,15.5,2,pos
1,1,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,5.0,4.33333333333,3,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.0,2.5,2,pos
2,0,1,1,1,0,0,0,0,0,0,6,2,1,1,1,0,7.0,6.0,4,pos
2,1,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,6.0,5.0,3,pos
0,0,1,0,0,0,0,0,0,0,0,8,1,4,0,1,0,5.0,3.85714285714,7,pos
3,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,8.33333333333,7.33333333333,3,pos
1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,5.0,3.66666666667,3,pos
2,2,0,1,0,0,2,0,0,0,0,7,1,1,0,4,8,12.5,10.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,3.0,2,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2.5,1.5,2,pos
1,0,0,0,1,0,0,0,0,0,1,5,1,1,0,1,0,6.75,5.75,4,pos
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3.0,2.5,2,pos
0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,11.0,10.0,2,pos
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,4.0,3.0,2,pos
1,1,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,7.0,5.5,2,pos
5,1,1,3,1,0,1,2,0,0,0,11,0,1,0,1,0,18.5,15.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,6.0,5.5,2,pos
0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,6.66666666667,5.66666666667,3,pos
1,0,0,2,0,0,1,0,0,0,0,6,2,1,0,1,0,6.5,5.25,4,pos
4,0,0,0,2,0,2,0,0,0,0,11,0,2,0,5,3,11.3333333333,10.0,3,pos
3,1,1,1,1,0,0,0,0,0,0,5,0,0,1,3,0,6.33333333333,5.66666666667,3,pos
1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,4.0,3.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,1,1,5.0,4.0,5,pos
0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,4.66666666667,3.66666666667,3,pos
1,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,0,4.75,3.75,4,pos
5,2,1,2,0,0,1,0,0,0,1,6,0,2,0,2,0,8.25,6.75,4,pos
2,2,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,6.33333333333,5.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1.0,2,pos
0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,3.0,2.0,3,pos
5,1,1,3,1,0,0,2,0,0,0,11,0,1,0,1,0,18.0,15.5,2,pos
0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,1,1,6.33333333333,5.66666666667,3,pos
0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,7.0,5.5,2,pos
2,1,4,0,0,0,0,0,0,0,1,11,0,1,1,1,2,6.75,5.75,4,pos
2,1,1,1,0,0,0,0,0,0,0,6,0,1,0,1,0,10.5,9.5,2,pos
3,1,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,16.0,15.5,2,pos
0,1,1,0,2,0,2,0,0,0,0,5,2,2,1,1,0,13.5,11.5,2,pos
0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2.75,2.0,4,pos
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4.0,3.5,2,pos
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3.0,2.33333333333,3,pos
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4.0,3.0,3,pos
0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,1,1,3.0,1.75,4,pos
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,4.5,3.0,2,pos
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3.33333333333,2.33333333333,3,pos
0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,1,0,4.8,3.6,5,pos
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.0,4.0,2,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.5,2,pos
2,0,0,0,0,0,0,0,0,0,1,4,0,2,0,1,0,5.75,4.75,4,pos
5,1,1,3,1,0,1,2,0,0,0,11,0,1,0,1,0,18.5,15.5,2,pos
1,0,1,1,0,0,0,0,3,0,0,4,1,0,0,1,0,6.0,4.0,3,pos
0,0,1,0,0,0,0,1,2,0,0,7,4,0,0,1,0,9.33333333333,7.66666666667,3,pos
0,1,1,0,1,1,1,0,0,2,0,5,1,0,0,1,0,9.0,7.0,2,pos
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,4.5,3.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,7.0,6.5,2,pos
0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.0,4.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.5,2.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,11.0,9.5,2,pos
1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4.5,3.5,2,pos
0,0,0,1,0,0,0,1,0,0,0,7,0,1,0,1,0,8.0,6.0,2,pos
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3.5,2.5,2,pos
2,2,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,6.33333333333,5.0,3,pos
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4.0,3.0,2,pos
0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,1,0,7.0,6.0,3,pos
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,5.0,4.0,3,pos
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.0,2.0,2,pos
1,0,1,1,1,0,0,0,2,0,0,4,1,2,0,1,0,5.6,4.4,5,pos
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2.0,1.0,3,pos
1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,4.5,3.5,2,pos
1,0,0,0,0,0,1,0,0,0,0,3,0,5,0,3,0,5.66666666667,4.66666666667,3,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.5,1.0,2,pos
5,1,1,3,1,0,0,2,0,0,0,11,0,1,0,1,0,18.0,15.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.5,2,pos
1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,5.0,4.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1.5,2,pos
2,0,0,0,0,0,0,0,0,0,0,14,1,1,0,2,17,7.33333333333,6.66666666667,3,pos
0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,7.0,6.0,2,pos
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1.5,2,pos
1,1,0,2,0,0,1,0,0,0,0,6,2,1,0,1,0,7.66666666667,6.66666666667,3,pos
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,4.5,4.0,2,pos
1,1,0,3,1,0,1,2,0,0,0,7,0,3,0,1,0,11.3333333333,8.66666666667,3,pos
0,0,1,2,0,0,0,0,0,0,0,4,1,4,0,1,0,6.75,6.0,4,pos
0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,5.66666666667,5.0,3,pos
1,0,0,0,0,0,1,0,1,0,0,2,3,1,0,1,0,6.5,4.5,2,pos
1,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1,0,6.0,4.5,2,pos
0,2,1,0,0,0,0,0,0,0,0,3,0,3,1,1,0,6.0,5.33333333333,3,pos
0,0,0,0,2,0,0,0,0,0,1,6,0,1,0,1,0,4.33333333333,3.66666666667,3,pos
1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,5.5,4.0,2,pos
5,1,1,3,1,0,1,2,0,0,0,11,0,1,0,1,0,18.5,15.5,2,pos
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3.5,2.5,2,pos
1,1,0,0,0,0,0,0,0,0,0,4,0,3,0,1,1,5.66666666667,4.66666666667,3,pos
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3.0,2.5,2,pos
0,0,1,1,3,0,0,0,0,0,0,2,0,1,0,1,0,6.0,5.0,2,pos
0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,0,7.5,6.5,2,pos
2,2,0,0,2,0,1,0,0,0,1,4,0,2,1,4,0,5.5,4.25,4,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2.5,1.5,2,pos
0,0,2,1,0,0,0,0,0,0,0,6,1,1,0,1,0,8.5,7.5,2,pos
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2.5,2.0,2,pos
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,3.5,2.5,2,pos
1,0,1,1,0,0,2,1,0,0,0,11,0,2,0,1,0,7.25,5.5,4,pos
5,1,1,3,1,0,0,2,0,0,0,11,0,1,0,1,0,18.0,15.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,5.0,4.0,2,pos
1,1,1,1,2,0,0,0,0,0,0,3,3,1,0,2,0,7.5,6.75,4,pos
0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,3.5,3.0,2,pos
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3.33333333333,2.33333333333,3,pos
1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,4.0,3.0,3,pos
1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,4.25,3.25,4,pos
0,0,0,2,0,0,0,3,0,0,0,6,0,2,1,1,0,11.0,8.0,2,pos
0,1,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,7.5,6.0,2,pos
0,0,2,0,1,1,1,0,0,0,0,2,0,2,0,1,0,4.25,3.25,4,pos
5,1,1,3,1,0,1,2,0,0,0,11,0,1,0,1,0,18.5,15.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3.5,3.0,2,pos
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,7.5,6.5,2,pos
1,0,1,0,0,0,1,0,0,0,0,5,0,2,0,1,0,6.33333333333,5.0,3,pos
1,0,1,2,0,0,0,1,1,0,2,6,0,1,0,1,0,6.0,4.4,5,pos
2,1,3,0,0,1,1,0,0,0,0,6,0,1,0,3,1,12.5,11.5,2,pos
4,2,0,0,1,0,1,0,0,0,0,5,1,1,0,2,0,14.0,11.5,2,pos
1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,7.5,7.0,2,pos
0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,5.0,4.0,2,pos
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.66666666667,1.66666666667,3,pos
1,0,0,0,0,0,2,0,0,0,0,6,0,2,0,2,0,3.75,2.5,4,pos
0,0,1,1,1,0,1,0,0,0,0,1,1,2,0,2,0,7.0,5.5,2,pos
0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,1,0,4.33333333333,3.33333333333,3,pos
0,3,0,0,0,1,1,0,1,0,0,4,0,2,0,1,0,12.0,10.0,2,pos
0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,4.5,3.5,2,pos
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,6.0,4.0,2,pos
5,1,1,3,1,0,0,2,0,0,0,11,0,1,0,1,0,18.0,15.5,2,pos
2,0,4,1,4,0,0,0,0,0,1,2,0,2,0,1,0,6.33333333333,5.0,3,pos
2,0,0,0,0,0,0,1,0,0,0,6,1,1,0,1,0,8.0,7.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,4.0,3.25,4,pos
1,1,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,5.33333333333,4.33333333333,3,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1.0,2,pos
1,0,1,1,0,0,1,0,0,0,0,4,0,3,0,1,0,9.5,8.0,2,pos
1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,5.0,4.0,3,pos
0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,4.0,3.0,3,pos
2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4.0,3.0,3,pos
3,1,0,2,1,0,0,0,0,0,1,7,0,2,0,1,0,9.33333333333,7.66666666667,3,pos
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,3.5,2.5,2,pos
0,1,0,0,0,0,2,0,0,0,0,8,0,3,0,1,0,11.0,8.5,2,pos
5,1,1,3,1,0,1,2,0,0,0,11,0,1,0,1,0,18.5,15.5,2,pos
0,0,0,1,1,0,0,0,1,0,0,4,1,1,0,1,0,9.5,8.5,2,pos
0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,2,1,6.0,4.0,2,pos
2,1,1,2,1,0,1,1,0,0,0,5,1,0,0,1,0,6.6,5.2,5,pos
0,0,1,0,0,1,0,0,1,0,1,9,0,2,0,1,0,7.5,6.25,4,pos
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1.5,1.0,2,pos
2,0,0,2,1,0,0,0,0,0,2,4,0,2,0,2,0,10.0,8.5,2,pos
1,0,0,0,1,0,1,0,0,0,0,3,2,0,0,1,0,3.75,2.75,4,pos
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4.66666666667,4.0,3,pos
0,0,0,0,0,0,1,0,1,0,0,7,1,1,0,1,0,9.5,7.5,2,pos
1,3,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,7.25,6.25,4,pos
0,1,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,9.0,7.5,2,pos
0,0,1,0,2,0,0,0,0,0,0,6,2,2,0,1,0,8.33333333333,7.33333333333,3,pos
0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,7.0,6.0,2,pos
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2.0,1.0,2,pos
1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,4.0,3.5,2,pos
5,1,1,3,1,0,0,2,0,0,0,11,0,1,0,1,0,18.0,15.5,2,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.5,1.0,2,pos
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2.0,1.5,2,pos
0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,5.0,4.0,2,pos
0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,6.0,4.5,2,pos
0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,1,0,5.0,3.66666666667,3,pos
0,0,1,1,0,0,2,0,1,0,0,9,0,1,1,1,0,16.5,14.0,2,pos
1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5.0,4.5,2,pos
3,2,0,1,0,0,0,0,0,0,0,6,0,0,1,1,0,9.0,8.0,3,pos
1,0,0,1,0,1,0,0,0,0,0,5,0,2,0,1,0,4.75,3.75,4,pos
1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,4.0,2.66666666667,3,pos
1,0,1,2,0,0,0,2,0,0,0,3,0,5,0,2,0,9.66666666667,7.33333333333,3,pos
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.5,1.0,2,pos
0,0,1,0,0,0,1,0,0,0,0,3,1,2,0,1,0,5.33333333333,3.66666666667,3,pos
1,0,1,0,2,1,0,0,0,0,0,7,1,1,0,1,0,6.5,5.75,4,pos
5,1,1,3,1,0,1,2,0,0,0,11,0,1,0,1,0,18.5,15.5,2,pos
1,1,0,1,1,0,0,0,0,0,2,10,0,0,0,2,2,5.5,4.5,6,pos
0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,7.5,5.5,2,pos
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2.5,2.0,2,pos
1,0,1,1,1,0,0,0,0,0,0,6,1,1,0,1,0,5.2,4.2,5,pos
1,0,1,1,0,0,1,1,0,0,1,9,3,0,0,1,0,10.5,8.0,2,pos
3,1,0,0,0,0,0,0,1,0,0,9,0,1,1,2,1,6.4,5.4,5,pos
0,2,0,0,1,0,0,0,0,0,0,2,1,2,0,1,0,7.5,6.5,2,pos
0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,1,0,5.33333333333,4.33333333333,3,pos
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,2.33333333333,1.33333333333,3,pos
0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,2,0,4.75,4.0,4,pos
